date,tem
1743.0,4.497761538461538
1744.0,10.011882692307692
1745.0,4.1180303644423075
1746.0,4.480473684205128
1747.0,2.6755182186217947
1748.0,0.8705627530128205
1749.0,-0.9343927125
1750.0,8.619544871794872
1751.0,8.501304487179487
1752.0,4.879971153826923
1753.0,9.064321428571429
1754.0,9.108747023809524
1755.0,8.75018888888889
1756.0,9.624672222222223
1757.0,9.354044444444444
1758.0,7.922125
1759.0,8.956683333333334
1760.0,8.434083333333334
1761.0,8.802532519466666
1762.0,8.372236358811112
1763.0,8.25223299827604
1764.0,9.122976180994792
1765.0,9.042070926223959
1766.0,9.102176088109376
1767.0,8.7351484375
1768.0,8.046110370223959
1769.0,8.672225948776042
1770.0,8.633252985671875
1771.0,8.677946689223958
1772.0,9.210260184447916
1773.0,9.162938263
1774.0,9.996960937499999
1775.0,9.92421875
1776.0,9.575854166666666
1777.0,9.329578125
1778.0,9.781044270833332
1779.0,9.484946732963541
1780.0,9.686311079546876
1781.0,9.648287202401042
1782.0,8.958264136875
1783.0,9.554683035729166
1784.0,9.210473958333333
1785.0,8.883677083333334
1786.0,9.160296875
1787.0,9.833608723958333
1788.0,9.522763671875
1789.0,9.669802083333334
1790.0,9.708442708333333
1791.0,11.368476851851852
1792.0,10.537958333333332
1793.0,10.262722807018518
1794.0,10.650526949319444
1795.0,10.215854239763889
1796.0,17.73641478695952
1797.0,18.040014060142855
1798.0,18.057244285714287
1799.0,17.678276892238095
1800.0,17.997578546357143
1801.0,18.18600877192857
1802.0,18.4903389975
1803.0,18.063082318285712
1804.0,18.385816115309524
1805.0,17.97558919797619
1806.0,18.18507418547619
1807.0,17.883366315785715
1808.0,15.132569640022522
1809.0,14.722766061013512
1810.0,14.442355855855856
1811.0,14.357704659707206
1812.0,13.493395805675675
1813.0,17.619594594594595
1814.0,17.359907657657658
1815.0,17.25734009009009
1816.0,17.579759791666667
1817.0,17.769009375
1818.0,17.715560416666666
1819.0,18.010482723577237
1820.0,16.294608843537414
1821.0,16.91747193877551
1822.0,17.15692261904762
1823.0,16.79393767965476
1824.0,17.10406128668137
1825.0,17.600720351934523
1826.0,17.634481245090775
1827.0,17.802546925318453
1828.0,17.509621534144344
1829.0,16.973896275969828
1830.0,17.2144238258204
1831.0,16.80152801294109
1832.0,17.083672353716146
1833.0,18.04316968851282
1834.0,18.137554959435896
1835.0,17.401268787551768
1836.0,17.45274804921717
1837.0,17.59606418572601
1838.0,16.360532772984847
1839.0,16.630129101488805
1840.0,17.330080724440474
1841.0,17.190305878502887
1842.0,17.4410209942316
1843.0,17.710447364968353
1844.0,17.40724564649789
1845.0,17.73654174726626
1846.0,18.167703694796746
1847.0,17.686122319512194
1848.0,17.782638827936992
1849.0,17.98152491610465
1850.0,18.091840852078754
1851.0,18.08061223440476
1852.0,18.04979302364469
1853.0,18.206133862261904
1854.0,18.297302901968862
1855.0,18.100601775751812
1856.0,18.163675054149305
1857.0,18.071317379362245
1858.0,17.497070584812924
1859.0,17.73453871259259
1860.0,17.460275161372053
1861.0,17.530336783097642
1862.0,17.366538058973063
1863.0,17.839161426212122
1864.0,17.61195942125421
1865.0,17.987787392297978
1866.0,17.896359394166666
1867.0,17.927357877676766
1868.0,17.957274002584175
1869.0,18.192508226481483
1870.0,18.49299897155724
1871.0,18.492563841456228
1872.0,18.710380440361952
1873.0,18.639299584983164
1874.0,18.51955494569865
1875.0,18.219093297045454
1876.0,18.511374609444445
1877.0,18.718347773670033
1878.0,18.901295685387204
1879.0,18.46584502807239
1880.0,18.46004251891414
1881.0,18.520347767449998
1882.0,18.438895200041667
1883.0,18.266185520941665
1884.0,18.071987072
1885.0,18.24388701588333
1886.0,18.344054032633334
1887.0,18.290032765958333
1888.0,18.3299757572
1889.0,18.53466970588333
1890.0,18.499547475491667
1891.0,18.474513333333334
1892.0,18.406689166666666
1893.0,18.036146666666667
1894.0,18.533093333333333
1895.0,18.417725833333332
1896.0,18.641295833333334
1897.0,18.668718333333334
1898.0,18.78032
1899.0,18.806063333333334
1900.0,18.860279166666665
1901.0,18.74446083333333
1902.0,18.788059999999998
1903.0,18.574871666666667
1904.0,18.339621666666666
1905.0,18.453006666666667
1906.0,18.5845525
1907.0,18.311078333333334
1908.0,18.42855
1909.0,18.47587083333333
1910.0,18.399354166666665
1911.0,18.455724166666666
1912.0,18.499176666666667
1913.0,18.566866666666666
1914.0,18.843843333333332
1915.0,18.849709999999998
1916.0,18.599710833333333
1917.0,18.164886666666668
1918.0,18.4901825
1919.0,18.764819166666665
1920.0,18.698164166666665
1921.0,18.8038625
1922.0,18.7443375
1923.0,18.656429166666666
1924.0,18.682721666666666
1925.0,18.65626333333333
1926.0,18.806621666666665
1927.0,18.81636
1928.0,18.9076975
1929.0,18.6982425
1930.0,18.917603333333332
1931.0,18.898493333333334
1932.0,18.915589166666667
1933.0,18.600475
1934.0,18.751050833333334
1935.0,18.844924166666665
1936.0,18.75203833333333
1937.0,18.95543083333333
1938.0,18.986128333333333
1939.0,18.9937175
1940.0,18.882960833333332
1941.0,19.188982499999998
1942.0,18.96886
1943.0,18.854368333333333
1944.0,18.901619166666666
1945.0,18.78420583333333
1946.0,19.1328125
1947.0,18.969314999999998
1948.0,19.024075833333335
1949.0,19.01068
1950.0,18.784645833333332
1951.0,18.996792499999998
1952.0,19.068606666666668
1953.0,19.1350375
1954.0,18.862685833333334
1955.0,18.950874166666665
1956.0,18.480925833333334
1957.0,18.8578975
1958.0,19.193795833333333
1959.0,19.13737
1960.0,19.14485833333333
1961.0,19.145021666666665
1962.0,18.949441666666665
1963.0,18.996930833333334
1964.0,18.806191666666667
1965.0,18.852835833333334
1966.0,19.178754166666668
1967.0,18.794326666666667
1968.0,18.817781666666665
1969.0,18.960338333333333
1970.0,18.9659575
1971.0,18.777898333333333
1972.0,18.932126666666665
1973.0,19.206823333333332
1974.0,18.837208333333333
1975.0,18.99177
1976.0,18.690833333333334
1977.0,19.145369166666665
1978.0,18.9816575
1979.0,19.2348825
1980.0,19.068540833333333
1981.0,19.115568333333332
1982.0,19.068149166666664
1983.0,19.1975725
1984.0,18.960731666666668
1985.0,18.99713583333333
1986.0,19.03294696969697
1987.0,19.388793771043773
1988.0,19.339184343434344
1989.0,19.214595959595957
1990.0,19.49259175084175
1991.0,19.254555555555555
1992.0,19.06237457912458
1993.0,19.161084175084174
1994.0,19.46110606060606
1995.0,19.41837037037037
1996.0,19.156425084175083
1997.0,19.337204545454544
1998.0,19.932310606060604
